,Name,Record,Height,Weight,Reach,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,wins,draws,losses,age,STANCE_Orthodox,STANCE_Southpaw,STANCE_Switch,ELO
2187,Angela Hill,Record: 18-16-0,63.0,115.0,64.0,1985-01-12,5.37,0.5,5.02,0.6,0.75,0.3,0.72,0.1,18,0,16,40,True,False,False,0.20103040931301452
2188,Mizuto Hirota,Record: 18-10-2,67.0,155.0,67.0,1981-05-05,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,18,2,10,44,True,False,False,0.15560531380348092
2189,Valesca Machado,Record: 8-3-0 (1 NC),64.0,115.0,63.0,1996-05-06,2.4,0.32,2.87,0.64,0.0,0.0,0.76,0.0,8,0,3,29,True,False,False,-0.2032802838135642
2192,Leon Edwards,Record: 22-6-0 (1 NC),74.0,170.0,74.0,1991-08-25,2.6,0.54,2.44,0.52,1.25,0.37,0.63,0.4,22,0,6,34,False,True,False,0.7440867228607027
2193,Yan Xiaonan,Record: 19-5-0 (1 NC),65.0,115.0,63.0,1989-06-16,4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,19,0,5,36,True,False,False,0.8583277079504501
2195,Darrell Horcher,Record: 13-4-0,70.0,155.0,70.0,1987-07-28,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,13,0,4,38,False,True,False,0.08105047741524737
2196,Will Brooks,Record: 18-4-0,70.0,155.0,72.0,1986-10-08,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,18,0,4,39,True,False,False,0.8576227508345864
2199,Caros Fodor,Record: 11-6-0,69.0,155.0,74.0,1984-01-07,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,11,0,6,41,True,False,False,0.2830784690002554
2201,Danny Henry,Record: 12-4-0,72.0,145.0,73.0,1988-07-17,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,12,0,4,37,True,False,False,0.672312895546721
2202,Jiniushiyue,Record: 13-4-0,66.0,125.0,68.0,2000-12-09,3.0,0.41,2.71,0.5,0.79,0.28,0.75,0.0,13,0,4,25,False,True,False,0.5116176296309403
2203,Chris Beal,Record: 10-5-0,67.0,125.0,69.0,1985-08-06,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,10,0,5,40,True,False,False,0.3578341785537303
2204,Brendan Schaub,Record: 10-5-0,76.0,245.0,78.0,1983-03-18,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,10,0,5,42,True,False,False,0.34192382684873185
2207,Erin Blanchfield,Record: 14-2-0,64.0,125.0,66.0,1999-05-04,5.24,0.44,4.25,0.58,1.96,0.34,0.78,0.9,14,0,2,26,True,False,False,1.3098264686257093
2209,Vanessa Demopoulos,Record: 11-8-0,62.0,125.0,59.0,1988-09-22,3.37,0.39,5.39,0.41,0.32,0.09,0.26,0.4,11,0,8,37,True,False,False,0.01569627189748861
2210,Maheshate,Record: 10-5-0,72.0,155.0,71.0,1999-12-01,3.96,0.31,5.96,0.51,0.0,0.0,0.47,0.0,10,0,5,26,True,False,False,-0.4629742159295854
2212,Johnny Munoz,Record: 12-4-0,69.0,135.0,71.0,1993-02-16,2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8,12,0,4,32,True,False,False,1.0006553798613727
2216,Valerie Letourneau,Record: 8-6-0,67.0,115.0,68.0,1983-04-29,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,8,0,6,42,True,False,False,0.0697453697353933
2218,Carol Foro,Record: 9-1-0,62.0,115.0,61.0,1997-03-21,7.8,0.55,7.67,0.58,0.0,0.0,1.0,0.0,9,0,1,28,True,False,False,-0.23949168915138147
2220,Thomas Paull,Record: 11-4-0,67.0,155.0,67.0,1994-10-15,7.33,0.33,8.67,0.64,0.0,0.0,0.0,0.0,11,0,4,31,True,False,False,0.0
2221,Alex Reyes,Record: 13-5-0,71.0,155.0,73.0,1986-10-02,4.46,0.46,6.92,0.48,1.5,0.28,0.0,0.0,13,0,5,39,True,False,False,0.3702672897458958
2222,Brendan Loughnane,Record: 17-3-0,70.0,145.0,70.0,1989-12-05,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,17,0,3,36,False,False,True,0.25291901859885557
2223,Makwan Amirkhani,Record: 17-9-0,70.0,145.0,72.0,1988-11-08,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,17,0,9,37,False,True,False,0.6717732503113469
2224,Patrick Williams,Record: 8-6-0,68.0,135.0,73.0,1981-09-07,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,8,0,6,44,True,False,False,0.16900001098160042
2226,Demba Seck,Record: 10-3-0,73.0,145.0,74.0,1993-07-07,1.5,0.4,5.25,0.22,0.0,0.0,0.6,0.0,10,0,3,32,True,False,False,-0.8489814527001358
2227,Jinnosuke Kashimura,Record: 4-2-0,67.0,155.0,71.0,2001-08-12,0.21,0.5,7.37,0.25,3.16,1.0,0.0,6.3,4,0,2,24,False,True,False,0.8156175665512394
2228,Jose Alday,Record: 14-6-1,67.0,135.0,68.0,1991-09-14,3.13,0.44,3.13,0.58,0.0,0.0,0.57,0.0,14,1,6,34,True,False,False,-0.0637407053352226
2229,Ryan Benoit,Record: 10-8-0,65.0,125.0,68.0,1989-08-25,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,10,0,8,36,True,False,False,0.021528391969735258
2230,Jason Lambert,Record: 26-13-0,75.0,185.0,75.0,1975-06-03,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,26,0,13,50,True,False,False,0.07097440010477694
2232,Liz Carmouche,Record: 13-7-0,66.0,125.0,66.0,1984-02-19,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,13,0,7,41,True,False,False,0.40875060274701513
2234,Forrest Petz,Record: 26-10-0,69.0,170.0,71.0,1975-09-22,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,26,0,10,50,True,False,False,0.05659969290837387
2236,Jerome Rivera,Record: 10-6-0,70.0,125.0,72.0,1995-04-22,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,10,0,6,30,False,True,False,0.054089150521123584
2237,Mark Choinski,Record: 8-1-0,68.0,155.0,69.0,1995-10-22,3.87,0.5,7.33,0.33,2.0,0.18,0.0,0.0,8,0,1,30,True,False,False,0.6965744442742129
2239,Anthony Perosh,Record: 15-10-0,75.0,205.0,75.0,1972-10-05,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,15,0,10,53,True,False,False,0.017041646020840497
2240,Virna Jandiroba,Record: 22-4-0,63.0,115.0,64.0,1988-05-30,2.33,0.41,2.9,0.55,2.85,0.37,0.74,1.5,22,0,4,37,True,False,False,0.7210731372778162
2241,Luis Pena,Record: 9-3-0,75.0,155.0,75.0,1993-07-05,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,9,0,3,32,False,True,False,0.7654256092422175
2242,Kyle Stewart,Record: 11-3-0,72.0,170.0,76.0,1989-01-31,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,11,0,3,36,True,False,False,0.2193249880743838
2244,Carlos Calderon,Record: 6-3-0 (1 NC),71.0,145.0,71.0,1996-02-10,4.85,0.42,4.98,0.33,3.93,0.33,0.0,0.0,6,0,3,29,False,True,False,0.908707805549202
2245,Rinya Nakamura,Record: 10-1-0,67.0,135.0,68.0,1995-03-23,3.27,0.52,1.72,0.63,2.58,0.81,1.0,1.4,10,0,1,30,False,True,False,1.6814582732516496
2247,Luke Riley,Record: 12-0-0,69.0,145.0,69.0,1999-06-30,2.55,0.6,1.27,0.46,0.0,0.0,0.42,0.0,12,0,0,26,True,False,False,0.2053485877806086
2248,Henrique Shiguemoto,Record: 13-4-1,71.0,185.0,72.0,1989-06-22,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,13,1,4,36,True,False,False,-0.43409310964449777
2252,Sam Stout,Record: 20-12-1,69.0,155.0,70.0,1984-04-23,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,20,1,12,41,True,False,False,0.16273042346518526
2253,Alexander Yakovlev,Record: 24-10-1,75.0,155.0,74.0,1984-07-18,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,24,1,10,41,False,True,False,0.22850078274644198
2254,Michael Graves,Record: 6-0-1,70.0,170.0,71.0,1991-01-08,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,6,1,0,34,True,False,False,0.7415029642733693
2255,Rafael Pergentino,Record: 5-1-0,73.0,205.0,76.0,2002-01-08,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,5,0,1,23,True,False,False,0.0
2256,Raphael Assuncao,Record: 28-10-0,65.0,135.0,66.0,1982-07-19,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,28,0,10,43,True,False,False,0.30449693097529323
2257,Melissa Mullins,Record: 7-2-0,67.0,135.0,68.0,1991-07-23,3.71,0.5,4.39,0.52,2.03,0.42,0.85,0.0,7,0,2,34,True,False,False,0.35235070310768
2259,Brian Camozzi,Record: 7-5-0,74.0,170.0,78.0,1991-06-24,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,7,0,5,34,True,False,False,0.12562971356043812
2260,Dustin Jacoby,Record: 21-9-1,75.0,205.0,76.0,1988-04-04,5.37,0.47,4.02,0.57,0.33,0.25,0.62,0.0,21,1,9,37,True,False,False,0.38074455942959357
2263,Sabina Mazo,Record: 9-4-0,67.0,125.0,70.0,1997-03-25,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2,9,0,4,28,True,False,False,0.9982770427852069
2264,Jack Duffy,Record: 7-1-0,67.0,125.0,69.0,1995-10-02,5.07,0.69,2.13,0.52,0.0,0.0,0.62,0.0,7,0,1,30,False,False,True,0.5377449202673186
2265,Andreas Gustafsson,Record: 12-3-0,73.0,170.0,73.0,1991-02-20,5.82,0.71,3.63,0.45,6.19,0.58,1.0,0.0,12,0,3,34,True,False,False,1.727872553251812
2266,Anthony Adams,Record: 8-2-0,73.0,185.0,76.0,1988-01-13,3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,8,0,2,37,True,False,False,0.0
2269,Charalampos Grigoriou,Record: 8-5-0,67.0,135.0,67.0,1992-03-31,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0,8,0,5,33,True,False,False,0.3821715400267896
2271,Yair Rodriguez,Record: 21-6-0 (1 NC),71.0,145.0,71.0,1992-10-06,4.65,0.46,3.78,0.52,0.71,0.29,0.59,0.6,21,0,6,33,True,False,False,0.7641378199666802
2272,Dakota Bush,Record: 8-4-0,70.0,155.0,73.0,1994-06-09,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0,8,0,4,31,True,False,False,0.8000644143676188
2274,Danilo Belluardo,Record: 12-5-0,72.0,155.0,74.0,1994-07-21,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,12,0,5,31,False,True,False,0.5086572035701316
2275,Batgerel Danaa,Record: 12-5-0,67.0,135.0,70.0,1989-07-04,5.38,0.36,4.21,0.47,0.52,0.5,0.62,0.0,12,0,5,36,True,False,False,0.5042807827411747
2276,Mickey Gall,Record: 7-7-0,74.0,170.0,74.0,1992-01-22,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,7,0,7,33,False,False,True,0.47946481281564635
2277,Mark De La Rosa,Record: 11-5-0,66.0,135.0,65.0,1994-08-31,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,11,0,5,31,True,False,False,-0.026339320709270465
2279,John Adajar,Record: 6-2-0,69.0,170.0,75.0,1991-06-22,3.9,0.52,6.28,0.44,0.0,0.0,0.0,0.0,6,0,2,34,True,False,False,0.0
2280,Daniel Roberts,Record: 15-7-0,70.0,170.0,74.0,1980-08-05,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,15,0,7,45,False,True,False,0.17532632084325903
2281,Siyar Bahadurzada,Record: 24-8-1,71.0,170.0,73.0,1984-04-17,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,24,1,8,41,True,False,False,0.30313470572908446
2284,Zach Reese,Record: 10-2-0 (1 NC),76.0,185.0,77.0,1994-03-24,4.32,0.56,3.82,0.39,3.41,0.66,0.57,1.4,10,0,2,31,False,False,True,1.184932943850235
2288,Yohan Lainesse,Record: 9-3-0,73.0,170.0,76.0,1992-08-14,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5,9,0,3,33,True,False,False,0.17316149374440692
2289,Nathaniel Wood,Record: 22-6-0,66.0,145.0,69.0,1993-05-08,5.74,0.52,4.32,0.54,1.46,0.5,0.73,0.5,22,0,6,32,True,False,False,1.337346635012011
2293,Eliot Marshall,Record: 10-4-0,74.0,205.0,77.0,1980-07-07,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,10,0,4,45,True,False,False,0.06355377157826506
2294,Christian Leroy Duncan,Record: 13-2-0,74.0,185.0,79.0,1995-07-24,4.6,0.58,2.97,0.51,0.4,0.2,0.69,0.0,13,0,2,30,False,False,True,0.7160098954624396
2295,Jose Aldo,Record: 32-10-0,67.0,135.0,70.0,1986-09-09,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,32,0,10,39,True,False,False,0.19693558701635214
2296,DeAnna Bennett,Record: 8-3-1,64.0,125.0,68.0,1984-11-18,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,8,1,3,41,True,False,False,0.0829641761194738
2297,Junior Dos Santos,Record: 21-9-0,76.0,238.0,77.0,1984-01-30,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,21,0,9,41,True,False,False,0.30864722409762857
2298,Roman Kopylov,Record: 14-5-0,72.0,185.0,75.0,1992-05-04,4.59,0.5,5.18,0.52,1.14,0.47,0.88,0.0,14,0,5,33,False,True,False,0.300945176151266
2300,Reuben Duran,Record: 11-7-1,67.0,135.0,71.0,1983-07-02,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,11,1,7,42,True,False,False,0.2122942400125404
2302,Paige VanZant,Record: 8-5-0,64.0,115.0,65.0,1994-03-26,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,8,0,5,31,True,False,False,0.7704087182064366
2303,Louis Smolka,Record: 17-9-0,69.0,135.0,68.0,1991-07-16,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,17,0,9,34,True,False,False,0.9743603333409716
2304,Alexander Volkanovski,Record: 27-4-0,66.0,145.0,71.0,1988-09-29,6.18,0.56,3.36,0.58,1.67,0.34,0.7,0.2,27,0,4,37,True,False,False,1.216391393604453
2305,Bryan Barberena,Record: 18-12-0,72.0,185.0,72.0,1989-05-03,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,18,0,12,36,False,True,False,0.253125213663784
2306,Jeremiah Wells,Record: 13-4-1,69.0,170.0,74.0,1986-10-30,2.35,0.46,1.28,0.48,3.06,0.46,0.5,1.3,13,1,4,39,False,False,True,0.71828690319588
2308,Krzysztof Jotko,Record: 24-6-0,73.0,185.0,77.0,1989-08-19,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,24,0,6,36,False,True,False,0.7829807618224603
2309,Michael Aswell Jr.,Record: 11-3-0,68.0,145.0,69.0,2000-09-27,9.56,0.45,7.79,0.54,0.0,0.0,0.57,0.0,11,0,3,25,True,False,False,0.22088452062277983
2313,Greg Velasco,Record: 6-1-0,74.0,265.0,70.0,1993-09-23,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,6,0,1,32,False,True,False,0.0
2314,Markus Perez,Record: 12-5-0,73.0,185.0,73.0,1988-06-22,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,12,0,5,37,True,False,False,0.15179413453596816
2318,Ariane da Silva,Record: 17-11-0,66.0,125.0,67.0,1994-01-26,4.05,0.41,4.4,0.5,0.47,0.38,0.68,0.3,17,0,11,31,True,False,False,0.2995076847677093
2325,Alvin Hines,Record: 7-1-0,74.0,265.0,74.0,1991-10-20,5.47,0.31,7.47,0.38,1.0,0.1,0.0,0.0,7,0,1,34,True,False,False,0.30376739907223105
2326,Tom Aspinall,Record: 15-3-0 (1 NC),77.0,255.0,78.0,1993-04-11,7.63,0.67,3.62,0.56,2.62,0.8,1.0,1.3,15,0,3,32,True,False,False,2.6225608516851384
2328,Pedro Falcao,Record: 16-5-0,66.0,135.0,66.0,1992-07-30,3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0,16,0,5,33,True,False,False,0.8623422861668636
2329,Cung Le,Record: 9-3-0,69.0,185.0,70.0,1972-05-25,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,9,0,3,53,False,True,False,0.025511269746022875
2332,John Castaneda,Record: 21-8-0,66.0,135.0,71.0,1991-12-18,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1,21,0,8,34,False,False,True,0.5084736841211417
2333,Bartosz Fabinski,Record: 15-5-0,72.0,170.0,75.0,1986-04-26,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,15,0,5,39,True,False,False,0.8354893297739161
2334,Aaron Jeffery,Record: 10-3-0,74.0,185.0,73.0,1992-11-14,3.1,0.45,4.46,0.34,0.0,0.0,0.5,0.0,10,0,3,33,True,False,False,-0.30381094924167035
2335,Marcus McGhee,Record: 10-2-0,68.0,135.0,69.0,1990-05-07,5.5,0.45,3.64,0.57,0.31,0.14,0.9,0.3,10,0,2,35,True,False,False,0.600201166129585
2336,Nora Cornolle,Record: 9-3-0,67.0,135.0,67.0,1989-12-06,2.75,0.54,1.98,0.58,0.25,0.11,0.47,0.2,9,0,3,36,True,False,False,0.2109948236048311
2338,Erick Silva,Record: 19-9-0 (1 NC),72.0,170.0,74.0,1984-06-21,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,19,0,9,41,True,False,False,0.14675632917111767
2339,Impa Kasanganay,Record: 9-2-0,71.0,170.0,75.0,1994-01-17,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,9,0,2,31,True,False,False,1.0441758764068283
2341,Klidson Abreu,Record: 15-4-0 (1 NC),72.0,205.0,74.0,1992-12-24,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,15,0,4,33,True,False,False,0.017969158370392844
2345,Anthony Johnson,Record: 22-6-0,74.0,205.0,78.0,1984-03-06,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,22,0,6,41,True,False,False,0.6528091524609324
2346,Logan Urban,Record: 5-1-0 (1 NC),72.0,170.0,72.0,1994-04-22,2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,5,0,1,31,True,False,False,0.0
2348,Asu Almabayev,Record: 23-3-0,64.0,125.0,65.0,1994-01-25,2.31,0.5,1.99,0.53,4.46,0.42,0.44,1.5,23,0,3,31,True,False,False,1.634258623636989
2350,Maimaitituoheti Keremuaili,Record: 26-11-0,66.0,135.0,66.0,1991-03-18,1.47,0.52,1.67,0.37,1.0,0.33,0.84,0.0,26,0,11,34,True,False,False,0.4451030977186086
2351,Ian Machado Garry,Record: 17-1-0,75.0,170.0,74.0,1997-11-17,4.78,0.54,2.86,0.52,0.92,0.31,0.8,0.4,17,0,1,28,True,False,False,1.4440171899350323
2352,Jarred Brooks,Record: 13-2-0,63.0,125.0,62.0,1993-05-02,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,13,0,2,32,False,False,True,1.3642164253358935
2354,Keisuke Sasu,Record: 11-3-1,65.0,145.0,69.0,1994-09-30,2.76,0.49,2.42,0.48,3.76,0.4,0.61,1.9,11,1,3,31,False,False,True,1.246968492140268
2355,Gregor Gillespie,Record: 14-1-0,67.0,155.0,71.0,1986-11-13,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,14,0,1,39,True,False,False,0.9908999214640587
2356,Andre Fialho,Record: 16-8-0 (1 NC),72.0,170.0,74.0,1994-04-07,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,16,0,8,31,True,False,False,-0.20601737486372823
2357,Jimy Hettes,Record: 11-3-0,69.0,145.0,71.0,1987-06-09,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,11,0,3,38,False,True,False,0.6706865507583711
2358,Aziz Khaydarov,Record: 21-7-0,71.0,155.0,72.0,1993-09-25,2.6,0.61,2.8,0.61,0.0,0.0,0.85,0.0,21,0,7,32,True,False,False,-0.1829146689308257
2359,Rachael Ostovich,Record: 4-6-0,63.0,125.0,62.0,1991-02-25,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,4,0,6,34,True,False,False,0.34525628537460556
2360,Jordan Griffin,Record: 18-9-0,70.0,145.0,73.0,1990-02-28,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9,18,0,9,35,False,True,False,0.7545904581743912
2361,Matej Penaz,Record: 6-1-0,75.0,185.0,83.0,1996-10-14,1.28,0.33,2.55,0.33,0.0,0.0,0.0,0.0,6,0,1,29,False,True,False,0.0
2363,Joey Beltran,Record: 17-14-0 (1 NC),73.0,185.0,75.0,1981-12-08,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,17,0,14,44,True,False,False,0.00998258199538428
2364,Peter Barrett,Record: 11-5-0,70.0,145.0,73.0,1986-08-10,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,11,0,5,39,False,True,False,0.24157563594459452
2365,Yan Cabral,Record: 13-3-0,71.0,155.0,73.0,1983-05-13,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,13,0,3,42,True,False,False,0.3736892928085536
2367,Lorenz Larkin,Record: 18-6-0 (1 NC),71.0,170.0,72.0,1986-09-03,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,18,0,6,39,True,False,False,0.3248260041176782
2368,Bobby Moffett,Record: 13-5-0 (1 NC),70.0,145.0,73.0,1990-06-01,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,13,0,5,35,True,False,False,0.9603119812405753
2369,Dylan Potter,Record: 10-6-0,74.0,225.0,77.0,1995-01-14,3.1,0.48,5.78,0.46,0.0,0.0,0.33,1.1,10,0,6,30,False,False,True,-0.13028980551032787
2370,Karol Rosa,Record: 19-7-0,65.0,135.0,67.0,1994-12-30,5.88,0.56,4.59,0.49,1.17,0.48,0.7,0.2,19,0,7,30,True,False,False,1.1563715003988426
2375,Antonio Trocoli,Record: 12-5-0 (1 NC),78.0,185.0,79.0,1990-12-06,1.29,0.5,5.79,0.23,0.84,0.11,0.5,0.8,12,0,5,35,True,False,False,-0.281559497016116
2377,Ode Osbourne,Record: 13-9-0 (1 NC),67.0,125.0,73.0,1992-01-09,3.07,0.41,3.43,0.47,1.09,0.3,0.66,0.5,13,0,9,33,False,True,False,0.46616973775645
2378,Gabriel Bonfim,Record: 19-1-0,73.0,170.0,72.0,1997-08-20,4.61,0.46,3.68,0.63,3.6,0.55,0.76,1.4,19,0,1,28,True,False,False,1.8515196503952391
2380,Jonathan Micallef,Record: 8-1-0,72.0,170.0,77.0,1999-03-05,4.77,0.43,4.0,0.58,0.83,0.5,0.5,0.8,8,0,1,26,False,True,False,0.7375666604180775
2382,Paula Luna,Record: 5-3-0,62.0,125.0,62.0,1999-07-05,0.65,0.5,6.2,0.17,0.0,0.0,0.0,0.0,5,0,3,26,True,False,False,0.0
2384,Matt Hobar,Record: 9-3-0,70.0,135.0,70.0,1987-01-07,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,9,0,3,38,False,True,False,0.4396244190270934
2387,Nicolae Negumereanu,Record: 13-2-0,72.0,205.0,78.0,1994-09-04,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,13,0,2,31,True,False,False,-0.054097592416244886
2388,Syuri Kondo,Record: 6-3-0,64.0,115.0,66.0,1989-02-08,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,6,0,3,36,True,False,False,-0.379708219513294
2389,Tuco Tokkos,Record: 11-5-0,76.0,205.0,76.0,1990-06-30,2.12,0.4,4.27,0.46,4.21,0.47,0.33,0.5,11,0,5,35,True,False,False,0.6808258594858072
2394,Danilo Marques,Record: 11-4-0,78.0,205.0,77.0,1985-12-26,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8,11,0,4,40,True,False,False,0.5118027173551274
2397,Nik Lentz,Record: 30-12-2 (1 NC),68.0,145.0,68.0,1984-08-13,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,30,2,12,41,True,False,False,0.4903649769528114
2399,Jair Farias,Record: 10-1-0,73.0,145.0,76.0,1993-03-16,3.8,0.39,5.33,0.51,0.0,0.0,0.41,0.0,10,0,1,32,True,False,False,-0.3017366024048944
2402,Vanessa Melo,Record: 11-8-0,65.0,135.0,65.0,1988-03-27,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,11,0,8,37,True,False,False,-0.5352325744949018
2406,Micheal Gillmore,Record: 6-5-0,71.0,170.0,72.0,1987-03-28,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0,6,0,5,38,True,False,False,-0.10889406390019145
2407,Gabriel Gonzaga,Record: 17-11-0,74.0,242.0,76.0,1979-05-18,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,17,0,11,46,True,False,False,0.12766738520685394
2409,Joseph Morales,Record: 15-2-0,66.0,125.0,69.0,1994-08-22,2.0,0.4,2.05,0.57,1.14,0.42,0.26,3.0,15,0,2,31,False,False,True,1.2053014639820439
2412,Chad Laprise,Record: 13-4-0,70.0,170.0,71.0,1986-07-23,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,13,0,4,39,True,False,False,0.5061431553898377
2413,Brian Ebersole,Record: 51-18-1 (1 NC),72.0,170.0,73.0,1980-11-27,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,51,1,18,45,False,True,False,0.1573546243732574
2417,Jean Silva,Record: 16-3-0,67.0,145.0,69.0,1996-12-27,4.79,0.51,4.69,0.54,0.5,0.5,0.78,0.8,16,0,3,29,True,False,False,0.6792700532415001
2419,Victor Martinez,Record: 13-6-0,68.0,155.0,70.0,1991-07-17,7.94,0.51,7.66,0.53,0.7,0.33,0.8,0.0,13,0,6,34,True,False,False,0.2836009977603013
2420,Brandon Lewis,Record: 6-2-0,64.0,135.0,70.0,1997-08-02,2.17,0.29,3.63,0.53,1.0,0.15,0.2,0.0,6,0,2,28,True,False,False,0.26185149600157315
2422,Pablo Garza,Record: 12-4-0,73.0,145.0,73.0,1983-09-16,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,12,0,4,42,True,False,False,0.25724276253994394
2424,Manuel Torres,Record: 16-3-0,70.0,155.0,73.0,1995-03-25,7.87,0.6,4.2,0.52,2.0,0.66,0.88,1.0,16,0,3,30,False,False,True,2.5080895261880105
2425,Geraldo de Freitas,Record: 12-6-0,67.0,135.0,72.0,1991-09-30,3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0,12,0,6,34,True,False,False,1.07892089746649
2427,Chris Tuchscherer,Record: 21-4-0 (1 NC),74.0,258.0,76.0,1975-09-08,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,21,0,4,50,True,False,False,0.04467504080984796
2429,Todd Duffee,Record: 9-3-0 (1 NC),75.0,260.0,78.0,1985-12-06,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,9,0,3,40,True,False,False,0.5278492128374072
2431,Santiago Luna,Record: 7-0-0,69.0,135.0,74.0,2004-08-06,5.36,0.37,4.29,0.5,0.0,0.0,1.0,0.0,7,0,0,21,True,False,False,0.16162056356128063
2432,Kevin Aguilar,Record: 17-5-0,67.0,155.0,73.0,1988-09-07,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,17,0,5,37,True,False,False,-0.17608995773584837
